tpr	epq	score
0.9566	0.17	0.677
0.9515	0.18	0.6709
0.9454	0.19	0.6651
0.9388	0.2	0.6592
0.9309	0.21	0.6535
0.9232	0.22	0.648
0.9136	0.23	0.6426
0.9029	0.24	0.6372
0.8917	0.25	0.6319
0.879	0.26	0.6269
0.8661	0.27	0.6219
0.8535	0.28	0.6172
0.8406	0.29	0.6126
0.8254	0.3	0.6079
0.8104	0.31	0.6034
0.7932	0.32	0.599
0.7769	0.33	0.5948
0.7593	0.34	0.5907
0.7426	0.35	0.5867
0.7242	0.36	0.5826
0.7076	0.37	0.5788
0.6909	0.38	0.5749
0.6747	0.39	0.5712
0.6585	0.4	0.5675
0.6421	0.41	0.5636
0.626	0.42	0.5598
0.6106	0.43	0.5563
0.5954	0.44	0.5527
0.5803	0.45	0.5491
0.566	0.46	0.5456
0.5517	0.47	0.5421
0.5384	0.48	0.5386
0.5253	0.49	0.5352
0.5131	0.5	0.5319
0.5013	0.51	0.5286
0.4891	0.52	0.5252
0.4767	0.53	0.5218
0.4653	0.54	0.5185
0.454	0.55	0.5152
0.4423	0.56	0.5118
0.4307	0.57	0.5084
0.419	0.58	0.5049
0.4082	0.59	0.5017
0.3966	0.6	0.4982
0.3857	0.61	0.4948
0.3739	0.62	0.4912
0.3624	0.63	0.4876
0.3513	0.64	0.4841
0.34	0.65	0.4805
0.3284	0.66	0.4768
0.3166	0.67	0.473
0.305	0.68	0.4692
0.293	0.69	0.4654
0.2812	0.7	0.4614
0.2698	0.71	0.4576
0.2582	0.72	0.4536
0.2465	0.73	0.4495
0.235	0.74	0.4455
0.2234	0.75	0.4414
0.2115	0.76	0.4371
0.2004	0.77	0.4329
0.1881	0.78	0.4283
0.1763	0.79	0.4238
0.1639	0.8	0.4189
0.1523	0.81	0.4142
0.1406	0.82	0.4093
0.1287	0.83	0.4041
0.1174	0.84	0.3988
0.1063	0.85	0.3933
0.09529	0.86	0.3875
0.08456	0.87	0.3814
0.07384	0.88	0.3746
0.06391	0.89	0.3676
0.0542	0.9	0.3598
0.04548	0.91	0.3518
0.03776	0.92	0.3435
0.03088	0.93	0.3348
0.0249	0.94	0.3256
0.01956	0.95	0.3156
0.01487	0.96	0.3042
0.0109	0.97	0.291
0.007779	0.98	0.2754
0.005496	0.99	0.2554
0.003619	1	0.04151
SEPQ0.1=0.1151 SEPQ1=0.2373 SEPQ10=0.4181 S1FP=0.4472 N1FP=203386 area=5.56
