tpr	epq	score
0.95	4005	1.99
0.96	4725	1.99
0.97	5340	1.99
0.98	6626	1.64
0.99	8037	1.64
1	1.112e+04	0
epq	tpr	score
0.01008	0.02188	6.35
0.01267	0.02363	6.23
0.01588	0.02479	6.23
0.02007	0.02735	6.23
0.02524	0.03034	6.11
0.03175	0.03256	5.99
0.04005	0.03569	5.99
0.0504	0.03929	5.86
0.06351	0.04309	5.86
0.08001	0.04758	5.73
0.1008	0.0521	5.73
0.127	0.05673	5.6
0.16	0.06175	5.6
0.2016	0.06646	5.6
0.254	0.07081	5.46
0.32	0.07674	5.46
0.4032	0.0811	5.46
0.508	0.08588	5.33
0.6401	0.09224	5.33
0.8064	0.09791	5.19
1.016	0.1052	5.19
1.28	0.1139	5.19
1.613	0.1214	5.04
2.032	0.1318	5.04
2.56	0.1417	5.04
3.225	0.1514	4.89
4.064	0.1628	4.89
5.12	0.1731	4.74
6.451	0.1858	4.74
8.128	0.1988	4.58
1.112e+04	1	0
precision	recall	score
0.9998	0.01	6.81
0.9959	0.02	6.47
0.991	0.03	6.11
0.9859	0.04	5.86
0.9808	0.05	5.73
0.974	0.06	5.6
0.964	0.07	5.46
0.9511	0.08	5.46
0.9345	0.09	5.33
0.9135	0.1	5.19
0.9	0.11	5.19
0.8792	0.12	5.04
0.8592	0.13	5.04
0.84	0.14	5.04
0.8153	0.15	4.89
0.7945	0.16	4.89
0.7684	0.17	4.74
0.7394	0.18	4.74
0.7166	0.19	4.74
0.688	0.2	4.58
0.6589	0.21	4.58
0.6353	0.22	4.58
0.6115	0.23	4.42
0.5817	0.24	4.42
0.5612	0.25	4.42
0.5438	0.26	4.42
0.5273	0.27	4.42
0.5067	0.28	4.25
0.4838	0.29	4.25
0.4698	0.3	4.25
0.4563	0.31	4.25
0.4432	0.32	4.25
0.4302	0.33	4.07
0.4093	0.34	4.07
0.3973	0.35	4.07
0.3857	0.36	4.07
0.373	0.37	4.07
0.3629	0.38	4.07
0.3557	0.39	4.07
0.3433	0.4	3.89
0.3279	0.41	3.89
0.3188	0.42	3.89
0.3098	0.43	3.89
0.3022	0.44	3.89
0.2927	0.45	3.89
0.286	0.46	3.89
0.2805	0.47	3.89
0.2689	0.48	3.7
0.2552	0.49	3.7
0.2451	0.5	3.7
0.2383	0.51	3.7
0.2319	0.52	3.7
0.2233	0.53	3.7
0.2157	0.54	3.7
0.2102	0.55	3.7
0.2062	0.56	3.7
0.199	0.57	3.5
0.188	0.58	3.5
0.18	0.59	3.5
0.1738	0.6	3.5
0.1679	0.61	3.5
0.1614	0.62	3.5
0.1553	0.63	3.5
0.1513	0.64	3.5
0.1478	0.65	3.5
0.1396	0.66	3.29
0.1311	0.67	3.29
0.1255	0.68	3.29
0.1204	0.69	3.29
0.1148	0.7	3.29
0.1098	0.71	3.29
0.1065	0.72	3.29
0.1022	0.73	3.07
0.09492	0.74	3.07
0.08976	0.75	3.07
0.08541	0.76	3.07
0.08073	0.77	3.07
0.07697	0.78	3.07
0.07425	0.79	3.07
0.06967	0.8	2.83
0.06452	0.81	2.83
0.06076	0.82	2.83
0.05727	0.83	2.83
0.05412	0.84	2.83
0.05186	0.85	2.83
0.0473	0.86	2.58
0.04321	0.87	2.58
0.04011	0.88	2.58
0.03731	0.89	2.58
0.03539	0.9	2.58
0.03208	0.91	2.3
0.02883	0.92	2.3
0.02625	0.93	2.3
0.02443	0.94	2.3
0.02146	0.95	1.99
0.01844	0.96	1.99
0.01652	0.97	1.99
0.01349	0.98	1.64
0.01126	0.99	1.64
0.008248	1	0
SEPQ0.1=0.0521 SEPQ1=0.1048 SEPQ10=0.2097 S1FP=0.1836 N1FP=190309 area=2.55
