tpr	epq	score
0.01588	0.05737	0.707
0.02007	0.06202	0.6997
0.02524	0.06658	0.6928
0.03175	0.07198	0.685
0.04005	0.07624	0.6788
0.0504	0.08282	0.6704
0.06351	0.08873	0.6636
0.08001	0.0943	0.6574
0.1008	0.1016	0.6498
0.127	0.109	0.6427
0.16	0.1164	0.6358
0.2016	0.1245	0.6291
0.254	0.134	0.6219
0.32	0.146	0.6137
0.4032	0.1562	0.6073
0.508	0.1679	0.6007
0.6401	0.1803	0.5945
0.8064	0.1945	0.588
1.016	0.2095	0.5818
1.28	0.2257	0.5754
1.613	0.2438	0.5689
2.032	0.264	0.562
2.56	0.2853	0.5553
3.225	0.3076	0.5486
4.064	0.3309	0.5418
5.12	0.3564	0.5347
6.451	0.3827	0.5275
8.128	0.4099	0.5203
1.112e+04	1	0.04151
precision	recall	score
1	0.01	0.8431
0.9996	0.02	0.796
0.9992	0.03	0.7638
0.9984	0.04	0.7397
0.9977	0.05	0.7197
0.9968	0.06	0.703
0.9954	0.07	0.6878
0.9939	0.08	0.6739
0.992	0.09	0.6622
0.9897	0.1	0.6514
0.9873	0.11	0.6417
0.9842	0.12	0.6327
0.981	0.13	0.6249
0.9783	0.14	0.6176
0.9754	0.15	0.6111
0.9713	0.16	0.605
0.9673	0.17	0.5996
0.9632	0.18	0.5946
0.9591	0.19	0.59
0.9547	0.2	0.5857
0.9499	0.21	0.5815
0.9451	0.22	0.5777
0.94	0.23	0.5738
0.9352	0.24	0.5703
0.9303	0.25	0.5668
0.9252	0.26	0.5634
0.9197	0.27	0.56
0.9143	0.28	0.5569
0.9089	0.29	0.5539
0.9032	0.3	0.5509
0.8967	0.31	0.5479
0.8904	0.32	0.545
0.8834	0.33	0.5421
0.8767	0.34	0.5392
0.8699	0.35	0.5364
0.863	0.36	0.5337
0.8554	0.37	0.531
0.8478	0.38	0.5283
0.8399	0.39	0.5256
0.8316	0.4	0.5229
0.8233	0.41	0.5202
0.815	0.42	0.5176
0.8062	0.43	0.5149
0.7968	0.44	0.5123
0.7875	0.45	0.5097
0.7778	0.46	0.507
0.7679	0.47	0.5043
0.7578	0.48	0.5018
0.7476	0.49	0.4991
0.7366	0.5	0.4965
0.7255	0.51	0.4938
0.7139	0.52	0.4911
0.7025	0.53	0.4884
0.6903	0.54	0.4857
0.6776	0.55	0.4829
0.6652	0.56	0.4802
0.6521	0.57	0.4775
0.6386	0.58	0.4746
0.6249	0.59	0.4718
0.6109	0.6	0.4689
0.5963	0.61	0.4661
0.5819	0.62	0.4632
0.5668	0.63	0.4602
0.5518	0.64	0.4572
0.5362	0.65	0.4542
0.5206	0.66	0.4512
0.5046	0.67	0.4481
0.4886	0.68	0.445
0.4717	0.69	0.4418
0.4546	0.7	0.4386
0.4379	0.71	0.4354
0.4207	0.72	0.432
0.4027	0.73	0.4286
0.3849	0.74	0.4251
0.367	0.75	0.4216
0.3489	0.76	0.418
0.331	0.77	0.4144
0.3127	0.78	0.4106
0.2943	0.79	0.4068
0.2758	0.8	0.4028
0.2577	0.81	0.3987
0.2398	0.82	0.3946
0.2219	0.83	0.3902
0.2041	0.84	0.3856
0.187	0.85	0.381
0.1699	0.86	0.376
0.1538	0.87	0.371
0.1376	0.88	0.3656
0.1221	0.89	0.3598
0.1073	0.9	0.3538
0.09312	0.91	0.3473
0.07922	0.92	0.3401
0.0666	0.93	0.3325
0.05462	0.94	0.3241
0.04324	0.95	0.3144
0.03294	0.96	0.303
0.02418	0.97	0.2898
0.01702	0.98	0.2734
0.01179	0.99	0.2511
0.008248	1	0.04151
SEPQ0.1=0.1012 SEPQ1=0.2084 SEPQ10=0.4357 S1FP=0.3378 N1FP=350178 area=5.15
